('Aaron', 'Albert', 'Shady Grove', 23935570, Decimal('9.37'), Decimal('-7197.50'))
('Aaron', 'Barbara', 'Midway', 12226333, Decimal('616.31'), Decimal('-4324.52'))
('Aaron', 'Bradley', 'Pleasant Grove', 3152450, Decimal('3924.76'), Decimal('-14495.57'))
('Aaron', 'Carla', 'Union', 8646384, Decimal('8688.31'), Decimal('-18685.48'))
('Aaron', 'Carla', 'Union', 8646384, None, Decimal('-926.25'))
('Aaron', 'Crystal', 'Fairview', 21616169, Decimal('2696.07'), Decimal('-10196.93'))
('Aaron', 'Darlene', 'Bethel', 14451911, Decimal('6904.72'), Decimal('1688.94'))
('Aaron', 'Delia', 'Five Points', 13775009, Decimal('191.42'), Decimal('-7560.08'))
('Aaron', 'Irma', 'Salem', 14696628, Decimal('5264.50'), Decimal('-12121.31'))
('Aaron', 'James', 'Liberty', 7156879, Decimal('5992.25'), Decimal('-13138.55'))
('Aaron', 'James', 'Liberty', 7156879, None, None)
('Aaron', 'Jimmie', 'Pleasant Hill', 9449745, Decimal('3649.86'), Decimal('-22041.16'))
('Aaron', 'Joseph', 'Fairview', 4789684, Decimal('724.13'), Decimal('-3553.68'))
('Aaron', 'Joy', 'Oak Grove', 6491172, Decimal('11796.42'), Decimal('-5153.80'))
('Aaron', 'Judith', 'Liberty', 238210, Decimal('83.52'), Decimal('3489.55'))
('Aaron', 'Kimberly', 'New Hope', 21590122, Decimal('1196.91'), Decimal('-12669.86'))
('Aaron', 'Linda', 'New Hope', 523538, Decimal('4143.50'), Decimal('-11781.43'))
('Aaron', 'Mildred', 'Fairview', 22893769, Decimal('33.38'), Decimal('-4642.29'))
('Aaron', 'Mildred', 'Riverside', 15138232, Decimal('5037.23'), Decimal('-21549.26'))
('Aaron', 'Robert', 'Greenwood', 19374581, Decimal('1278.97'), Decimal('-8281.30'))
('Aaron', 'Samuel', 'Salem', 8578467, Decimal('0.00'), Decimal('-3821.96'))
('Aaron', 'Steven', 'New Hope', 5215074, Decimal('995.24'), Decimal('-8347.25'))
('Aaron', 'Sylvia', 'Bethel', 22276414, Decimal('1764.35'), Decimal('-7172.10'))
('Abbott', 'Andrea', 'Centerville', 22469133, Decimal('0.00'), Decimal('-4521.37'))
('Abbott', 'Ann', 'Fairview', 9718107, Decimal('0.00'), Decimal('-13849.73'))
('Abbott', 'Ann', 'Five Points', 4918887, Decimal('0.00'), Decimal('213.33'))
('Abbott', 'Ann', 'Pleasant Valley', 18743921, Decimal('877.97'), Decimal('-5474.49'))
('Abbott', 'Anne', 'Centerville', 9297769, Decimal('4543.99'), Decimal('-7587.31'))
('Abbott', 'Ashley', 'Oakland', 6855032, Decimal('1307.53'), Decimal('-13053.53'))
('Abbott', 'Bonnie', 'Midway', 23138432, Decimal('6829.42'), Decimal('-24228.13'))
('Abbott', 'Brenda', 'Fairview', 15340578, Decimal('755.84'), Decimal('-22782.04'))
('Abbott', 'Bryan', 'Pleasant Hill', 23783881, Decimal('0.00'), Decimal('-11884.56'))
('Abbott', 'Chad', 'Pleasant Hill', 16265355, Decimal('985.14'), Decimal('-4439.24'))
('Abbott', 'Charles', 'Pleasant Grove', 21664261, Decimal('3444.39'), Decimal('-2523.78'))
('Abbott', 'Chris', 'Riverside', 1282026, Decimal('1176.67'), Decimal('-16438.95'))
('Abbott', 'Christopher', 'Bethel', 8558905, Decimal('2913.44'), Decimal('-4645.09'))
('Abbott', 'Christopher', 'Pleasant Hill', 4455236, Decimal('884.88'), Decimal('-93.35'))
('Abbott', 'David', 'Salem', 5427254, Decimal('1646.75'), Decimal('-809.33'))
('Abbott', 'David', 'Union', 7883446, Decimal('110.27'), Decimal('1203.09'))
('Abbott', 'Dorothy', 'Pleasant Valley', 3659351, Decimal('0.00'), Decimal('-884.39'))
('Abbott', 'Douglas', 'Midway', 20435761, Decimal('0.00'), Decimal('-6309.79'))
('Abbott', 'Douglas', 'Midway', 20435761, Decimal('0.00'), None)
('Abbott', 'Edna', 'Salem', 1542270, Decimal('1194.63'), Decimal('-5820.86'))
('Abbott', 'Edward', 'Fairview', 20273879, Decimal('87.76'), Decimal('-2083.38'))
('Abbott', 'Erica', 'Pleasant Grove', 7358542, Decimal('0.00'), Decimal('-3492.50'))
('Abbott', 'Esther', 'Oakland', 17389707, Decimal('646.58'), Decimal('1184.86'))
('Abbott', 'Henry', 'Fairview', 20601245, Decimal('37.95'), Decimal('-12951.47'))
('Abbott', 'James', 'Bethel', 12094425, Decimal('252.19'), Decimal('-24808.28'))
('Abbott', 'James', 'Bethel', 7139467, Decimal('47.46'), Decimal('-4885.52'))
('Abbott', 'James', 'Fairview', 15090945, Decimal('150.14'), Decimal('-16184.43'))
('Abbott', 'Janice', 'Fairview', 3661662, Decimal('0.00'), Decimal('-13095.65'))
('Abbott', 'Janice', 'Pleasant Hill', 11095114, Decimal('33.12'), Decimal('-5053.26'))
('Abbott', 'Jose', 'Five Points', 8065, Decimal('3074.00'), Decimal('-27796.69'))
('Abbott', 'Josefina', 'Union', 1166332, Decimal('6451.96'), Decimal('-19022.22'))
('Abbott', 'Julius', 'Fairview', 9403272, Decimal('2843.39'), Decimal('-4066.85'))
('Abbott', 'Karen', 'Pleasant Grove', 6843523, Decimal('1939.24'), Decimal('-13914.28'))
('Abbott', 'Kathleen', 'Fairview', 2510335, Decimal('5724.81'), Decimal('-8965.73'))
('Abbott', 'Kathlyn', 'Riverside', 3284394, Decimal('397.82'), Decimal('-4659.12'))
('Abbott', 'Keith', 'Oakland', 12525791, Decimal('186.92'), Decimal('-2041.62'))
('Abbott', 'Kenneth', 'Pleasant Hill', 6500169, Decimal('188.00'), Decimal('-20007.98'))
('Abbott', 'Laura', 'Pleasant Valley', 23639620, Decimal('0.00'), Decimal('-3020.89'))
('Abbott', 'Magnolia', 'Pleasant Valley', 11209105, Decimal('2133.65'), Decimal('-3867.86'))
('Abbott', 'Mandi', 'Centerville', 2021652, Decimal('9255.86'), Decimal('-13201.90'))
('Abbott', 'Margie', 'Riverside', 6304930, Decimal('0.00'), Decimal('-14787.41'))
('Abbott', 'Marilyn', 'Pleasant Grove', 23798140, Decimal('0.00'), Decimal('-3210.02'))
('Abbott', 'Matthew', 'Greenwood', 22753125, Decimal('0.00'), Decimal('-6747.29'))
('Abbott', 'Michael', 'Pleasant Grove', 515787, Decimal('2468.42'), Decimal('-7872.14'))
('Abbott', 'Michael', 'Pleasant Grove', 4949304, Decimal('680.31'), Decimal('-7091.02'))
('Abbott', 'Milagros', 'Salem', 15205250, Decimal('9513.15'), Decimal('-12056.32'))
('Abbott', 'Monica', 'Oak Grove', 21534943, Decimal('3546.54'), Decimal('-17755.07'))
('Abbott', 'Morgan', 'Salem', 11594186, Decimal('180.45'), Decimal('-2118.03'))
('Abbott', 'Otis', 'Bethel', 3758416, Decimal('808.49'), Decimal('-6102.96'))
('Abbott', 'Paul', 'Liberty', 15544272, Decimal('37.55'), Decimal('-1233.59'))
('Abbott', 'Phillip', 'Salem', 6487973, Decimal('278.25'), Decimal('-8090.48'))
('Abbott', 'Randall', 'Fairview', 1183151, Decimal('0.00'), Decimal('-4743.85'))
('Abbott', 'Randall', 'Fairview', 1183151, None, Decimal('-753.13'))
('Abbott', 'Richard', 'Liberty', 3739661, Decimal('0.00'), Decimal('-9159.22'))
('Abbott', 'Rick', 'Pleasant Valley', 19877430, Decimal('585.58'), Decimal('-11073.98'))
('Abbott', 'Rickey', 'Pleasant Grove', 20122871, Decimal('73.54'), Decimal('-4039.97'))
('Abbott', 'Robert', 'Mount Pleasant', 7926603, Decimal('728.80'), Decimal('-8761.49'))
('Abbott', 'Robert', 'Oakland', 10644018, Decimal('4920.03'), Decimal('-14025.31'))
('Abbott', 'Robert', 'Pleasant Grove', 6530376, Decimal('1043.71'), Decimal('-13204.08'))
('Abbott', 'Ronald', 'Centerville', 9303002, Decimal('1627.23'), Decimal('-7130.86'))
('Abbott', 'Salvador', 'Pleasant Valley', 4151779, Decimal('4987.06'), Decimal('-5198.34'))
('Abbott', 'Shawn', 'Oakland', 5308312, Decimal('1594.50'), Decimal('1486.84'))
('Abbott', 'Shawn', 'Shady Grove', 10715411, Decimal('150.44'), Decimal('-6085.46'))
('Abbott', 'Shawna', 'Shady Grove', 22551706, Decimal('0.00'), Decimal('-8685.04'))
('Abbott', 'Shelley', 'Mount Pleasant', 7617923, Decimal('1403.72'), Decimal('-1695.33'))
('Abbott', 'Sherri', 'Pleasant Hill', 264670, Decimal('2730.78'), Decimal('-6243.01'))
('Abbott', 'Taylor', 'Oakland', 20531587, Decimal('4132.10'), Decimal('-3560.79'))
('Abbott', 'Thelma', 'Fairview', 13444460, Decimal('0.00'), Decimal('927.88'))
('Abbott', 'Thomas', 'Pleasant Grove', 13176886, Decimal('4732.67'), Decimal('-9917.66'))
('Abbott', 'Tracy', 'Salem', 17936251, Decimal('0.00'), Decimal('1392.31'))
('Abbott', 'Travis', 'Fairview', 14054535, Decimal('1373.33'), Decimal('-12189.61'))
('Abbott', 'Virginia', 'Oakland', 11555657, Decimal('2367.96'), Decimal('-19133.44'))
('Abbott', 'Wanda', 'Centerville', 8143581, Decimal('15237.02'), Decimal('-11260.02'))
('Abbott', 'William', 'Fairview', 11350825, Decimal('913.00'), Decimal('-15493.06'))
('Abbott', None, 'New Hope', 14537669, Decimal('4322.35'), Decimal('-8362.66'))
('Abbott', None, 'Pleasant Grove', 15169724, Decimal('1568.88'), Decimal('-15000.16'))
('Abel', 'Alberto', 'Salem', 19097144, Decimal('302.66'), Decimal('-2031.13'))
